model1646324752,1646324754.728,0.6,0.2333,0.6,0.238
model1646324752,1646324754.745,0.55,0.2459,0.6,0.2281
model1646324752,1646324754.762,0.5,0.256,0.49,0.2542
model1646324752,1646324754.78,0.58,0.2502,0.52,0.2511
model1646324752,1646324754.799,0.57,0.2376,0.62,0.2267
model1646324752,1646324754.816,0.63,0.2337,0.51,0.2418
model1646324752,1646324754.833,0.58,0.24,0.56,0.2367
model1646324752,1646324754.85,0.57,0.239,0.64,0.2291
model1646324752,1646324754.875,0.65,0.2334,0.6,0.2366
model1646324752,1646324754.894,0.74,0.2138,0.59,0.2374
model1646324752,1646324754.914,0.56,0.2405,0.54,0.2518
model1646324752,1646324754.932,0.56,0.2436,0.57,0.2411
model1646324752,1646324754.951,0.52,0.2554,0.6,0.2378
model1646324752,1646324754.968,0.62,0.2312,0.55,0.2454
model1646324752,1646324754.985,0.66,0.221,0.66,0.2335
model1646324752,1646324755.003,0.66,0.2247,0.67,0.2174
model1646324752,1646324755.022,0.73,0.2049,0.65,0.2387
model1646324752,1646324755.039,0.61,0.2401,0.63,0.2304
model1646324752,1646324755.056,0.67,0.2264,0.64,0.2246
model1646324752,1646324755.074,0.59,0.2284,0.59,0.2269
model1646324752,1646324755.091,0.68,0.1935,0.6,0.2244
model1646324752,1646324755.108,0.59,0.2439,0.62,0.2271
model1646324752,1646324755.127,0.5,0.2554,0.67,0.2197
model1646324752,1646324755.145,0.56,0.2365,0.63,0.2391
model1646324752,1646324755.162,0.68,0.2255,0.5,0.2628
model1646324752,1646324755.179,0.66,0.2164,0.58,0.2362
model1646324752,1646324755.196,0.57,0.2457,0.59,0.2409
model1646324752,1646324755.214,0.65,0.2256,0.51,0.2584
model1646324752,1646324755.233,0.65,0.2254,0.59,0.2326
model1646324752,1646324755.25,0.57,0.2464,0.64,0.2178
model1646324752,1646324755.267,0.7,0.2158,0.61,0.2325
model1646324752,1646324755.284,0.52,0.2577,0.64,0.2243
model1646324752,1646324755.301,0.7,0.2091,0.59,0.238
model1646324752,1646324755.318,0.62,0.2275,0.67,0.2185
model1646324752,1646324755.337,0.64,0.2267,0.62,0.2169
model1646324752,1646324755.354,0.6,0.2289,0.61,0.2343
model1646324752,1646324755.372,0.67,0.2101,0.66,0.2121
model1646324752,1646324755.389,0.62,0.2233,0.62,0.2328
model1646324752,1646324755.406,0.6,0.2348,0.61,0.2239
model1646324752,1646324755.423,0.76,0.1935,0.56,0.2425
model1646324752,1646324755.442,0.66,0.2201,0.53,0.2656
model1646324752,1646324755.459,0.55,0.2416,0.65,0.2169
model1646324752,1646324755.477,0.58,0.2329,0.57,0.2312
model1646324752,1646324755.494,0.6,0.2336,0.63,0.216
model1646324752,1646324755.511,0.58,0.2476,0.68,0.2031
model1646324752,1646324755.528,0.65,0.2298,0.66,0.2234
model1646324752,1646324755.552,0.6,0.2225,0.63,0.2254
model1646324752,1646324755.569,0.64,0.2202,0.67,0.2095
model1646324752,1646324755.586,0.57,0.2462,0.6,0.2314
model1646324752,1646324755.603,0.7,0.2054,0.61,0.2451
model1646324752,1646324755.62,0.6,0.2366,0.62,0.2266
model1646324752,1646324755.638,0.58,0.2432,0.5,0.2539
model1646324752,1646324755.657,0.57,0.2427,0.6,0.2303
model1646324752,1646324755.674,0.64,0.2262,0.6,0.2392
model1646324752,1646324755.691,0.64,0.2281,0.62,0.236
model1646324752,1646324755.709,0.55,0.2443,0.59,0.2291
model1646324752,1646324755.726,0.62,0.232,0.59,0.2335
model1646324752,1646324755.743,0.62,0.2298,0.55,0.2444
model1646324752,1646324755.762,0.6,0.23,0.68,0.2178
model1646324752,1646324755.779,0.66,0.2142,0.66,0.2254
model1646324752,1646324755.796,0.65,0.2234,0.64,0.23
model1646324752,1646324755.814,0.69,0.2178,0.61,0.2463
model1646324752,1646324755.831,0.49,0.2447,0.58,0.2395
model1646324752,1646324755.848,0.64,0.2265,0.61,0.2356
model1646324752,1646324755.867,0.59,0.2163,0.62,0.2345
model1646324752,1646324755.884,0.61,0.2252,0.64,0.2213
model1646324752,1646324755.901,0.65,0.2245,0.55,0.2341
model1646324752,1646324755.918,0.65,0.2136,0.68,0.2137
model1646324752,1646324755.936,0.68,0.2218,0.64,0.2097
model1646324752,1646324755.953,0.71,0.2,0.55,0.2457
model1646324752,1646324755.971,0.57,0.2523,0.69,0.1978
model1646324752,1646324755.989,0.65,0.2221,0.63,0.2189
model1646324752,1646324756.006,0.63,0.2239,0.63,0.2092
model1646324752,1646324756.024,0.56,0.2313,0.65,0.2281
model1646324752,1646324756.041,0.57,0.2322,0.59,0.2555
model1646324752,1646324756.058,0.6,0.2386,0.62,0.2322
model1646324752,1646324756.078,0.64,0.2283,0.58,0.2324
model1646324752,1646324756.096,0.69,0.2092,0.58,0.2358
model1646324752,1646324756.114,0.62,0.2365,0.62,0.2274
model1646324752,1646324756.131,0.65,0.224,0.6,0.2436
model1646324752,1646324756.149,0.63,0.2154,0.63,0.2311
model1646324752,1646324756.166,0.76,0.1894,0.57,0.2332
model1646324752,1646324756.185,0.66,0.2307,0.63,0.23
model1646324752,1646324756.203,0.58,0.2414,0.68,0.2054
model1646324752,1646324756.221,0.56,0.2468,0.57,0.2473
model1646324752,1646324756.239,0.59,0.2168,0.71,0.216
model1646324752,1646324756.256,0.72,0.2026,0.7,0.2038
model1646324752,1646324756.274,0.67,0.2077,0.65,0.2234
model1646324752,1646324756.294,0.73,0.1872,0.63,0.2275
model1646324752,1646324756.312,0.63,0.2202,0.64,0.2242
model1646324752,1646324756.33,0.63,0.2247,0.65,0.2163
model1646324752,1646324756.347,0.62,0.2215,0.62,0.2116
model1646324752,1646324756.365,0.76,0.1778,0.54,0.2478
model1646324752,1646324756.384,0.6,0.2302,0.69,0.2226
model1646324752,1646324756.405,0.53,0.2721,0.54,0.2706
model1646324752,1646324756.423,0.63,0.2359,0.54,0.2522
model1646324752,1646324756.441,0.68,0.2126,0.53,0.2523
model1646324752,1646324756.459,0.68,0.2104,0.53,0.2507
model1646324752,1646324756.477,0.59,0.254,0.52,0.2678
model1646324752,1646324756.494,0.66,0.2212,0.53,0.2458
model1646324752,1646324756.514,0.6,0.2273,0.54,0.241
model1646324752,1646324756.531,0.57,0.2311,0.71,0.2057
model1646324752,1646324756.548,0.69,0.2029,0.62,0.2257
model1646324752,1646324756.566,0.61,0.2427,0.65,0.2241
model1646324752,1646324756.583,0.69,0.2069,0.63,0.2297
model1646324752,1646324756.6,0.62,0.2331,0.68,0.2099
model1646324752,1646324756.621,0.6,0.2406,0.69,0.2185
model1646324752,1646324756.639,0.61,0.2193,0.56,0.24
model1646324752,1646324756.657,0.7,0.2063,0.64,0.2284
model1646324752,1646324756.674,0.64,0.218,0.61,0.2349
model1646324752,1646324756.692,0.58,0.2339,0.61,0.2401
model1646324752,1646324756.711,0.71,0.2001,0.68,0.2033
model1646324752,1646324756.732,0.6,0.2281,0.63,0.2315
model1646324752,1646324756.751,0.58,0.2411,0.64,0.224
model1646324752,1646324756.769,0.62,0.2266,0.64,0.2196
model1646324752,1646324756.787,0.63,0.2353,0.61,0.2332
model1646324752,1646324756.805,0.58,0.2486,0.66,0.2092
model1646324752,1646324756.823,0.68,0.2229,0.54,0.2444
model1646324752,1646324756.849,0.68,0.2182,0.51,0.2598
model1646324752,1646324756.866,0.64,0.2156,0.65,0.2126
model1646324752,1646324756.883,0.61,0.2356,0.65,0.2139
model1646324752,1646324756.9,0.75,0.1946,0.64,0.2396
model1646324752,1646324756.918,0.63,0.2387,0.6,0.2384
model1646324752,1646324756.935,0.59,0.238,0.62,0.233
model1646324752,1646324756.954,0.59,0.2379,0.63,0.2352
model1646324752,1646324756.971,0.65,0.2184,0.58,0.2492
model1646324752,1646324756.989,0.66,0.2241,0.62,0.2294
model1646324752,1646324757.007,0.57,0.2554,0.63,0.2219
model1646324752,1646324757.024,0.63,0.2169,0.59,0.2304
model1646324752,1646324757.042,0.68,0.2167,0.61,0.2484
model1646324752,1646324757.061,0.6,0.2191,0.61,0.2282
model1646324752,1646324757.078,0.65,0.2028,0.68,0.205
model1646324752,1646324757.095,0.64,0.2109,0.53,0.26
model1646324752,1646324757.112,0.64,0.211,0.63,0.2248
model1646324752,1646324757.13,0.6,0.2374,0.69,0.2103
model1646324752,1646324757.147,0.67,0.2216,0.6,0.234
model1646324752,1646324757.166,0.64,0.2112,0.57,0.2395
model1646324752,1646324757.183,0.67,0.2074,0.7,0.2245
model1646324752,1646324757.201,0.61,0.2344,0.64,0.2296
model1646324752,1646324757.219,0.67,0.2075,0.69,0.2059
model1646324752,1646324757.236,0.66,0.2101,0.57,0.2249
model1646324752,1646324757.253,0.71,0.1924,0.58,0.2632
model1646324752,1646324757.272,0.53,0.2615,0.7,0.208
model1646324752,1646324757.29,0.68,0.2111,0.65,0.224
model1646324752,1646324757.307,0.66,0.2144,0.57,0.2461
model1646324752,1646324757.324,0.64,0.2214,0.61,0.2259
model1646324752,1646324757.341,0.58,0.2297,0.58,0.2273
model1646324752,1646324757.359,0.64,0.2309,0.69,0.2114
model1646324752,1646324757.378,0.65,0.2209,0.64,0.2229
model1646324752,1646324757.395,0.7,0.2012,0.63,0.2311
model1646324752,1646324757.413,0.64,0.2283,0.62,0.2339
model1646324752,1646324757.43,0.64,0.2216,0.61,0.2226
model1646324752,1646324757.447,0.67,0.2134,0.61,0.239
model1646324752,1646324757.465,0.75,0.1768,0.61,0.2226
model1646324752,1646324757.484,0.62,0.2284,0.62,0.2267
model1646324752,1646324757.501,0.61,0.2357,0.69,0.2154
model1646324752,1646324757.518,0.58,0.2427,0.62,0.2146
model1646324752,1646324757.535,0.67,0.2039,0.62,0.223
model1646324752,1646324757.552,0.78,0.1883,0.63,0.2022
model1646324752,1646324757.57,0.68,0.1997,0.68,0.2067
model1646324752,1646324757.589,0.75,0.1796,0.69,0.2126
model1646324752,1646324757.606,0.68,0.2145,0.67,0.2121
model1646324752,1646324757.623,0.64,0.2108,0.66,0.2151
model1646324752,1646324757.64,0.64,0.2053,0.67,0.218
model1646324752,1646324757.658,0.79,0.1647,0.66,0.2168
model1646324752,1646324757.675,0.66,0.213,0.58,0.2561
model1646324752,1646324757.693,0.6,0.2457,0.71,0.1969
model1646324752,1646324757.711,0.71,0.2136,0.61,0.2251
model1646324752,1646324757.728,0.67,0.2091,0.58,0.2501
model1646324752,1646324757.745,0.69,0.2016,0.62,0.2358
model1646324752,1646324757.762,0.59,0.2572,0.56,0.2421
model1646324752,1646324757.779,0.69,0.199,0.64,0.222
model1646324752,1646324757.798,0.68,0.2157,0.64,0.2164
model1646324752,1646324757.815,0.64,0.2245,0.71,0.1963
model1646324752,1646324757.833,0.71,0.1942,0.69,0.2142
model1646324752,1646324757.85,0.65,0.2445,0.65,0.216
model1646324752,1646324757.867,0.67,0.1966,0.7,0.2215
model1646324752,1646324757.884,0.63,0.2239,0.67,0.1994
model1646324752,1646324757.903,0.66,0.2143,0.67,0.2224
model1646324752,1646324757.92,0.66,0.2116,0.59,0.2314
model1646324752,1646324757.94,0.7,0.2099,0.62,0.2275
model1646324752,1646324757.957,0.68,0.2267,0.64,0.2199
model1646324752,1646324757.975,0.59,0.2342,0.67,0.2015
model1646324752,1646324757.992,0.73,0.1888,0.57,0.2425
model1646324752,1646324758.011,0.65,0.2154,0.66,0.2006
model1646324752,1646324758.029,0.6,0.2304,0.64,0.2261
model1646324752,1646324758.046,0.59,0.2225,0.68,0.2012
model1646324752,1646324758.063,0.58,0.232,0.63,0.2177
model1646324752,1646324758.08,0.59,0.2511,0.66,0.2245
model1646324752,1646324758.098,0.68,0.2145,0.7,0.2019
model1646324752,1646324758.121,0.7,0.2114,0.71,0.2155
model1646324752,1646324758.138,0.66,0.2058,0.63,0.208
model1646324752,1646324758.156,0.64,0.23,0.62,0.2437
model1646324752,1646324758.173,0.7,0.1911,0.61,0.2251
model1646324752,1646324758.19,0.65,0.2336,0.63,0.2304
model1646324752,1646324758.208,0.59,0.2294,0.73,0.2249
model1646324752,1646324758.226,0.58,0.2333,0.71,0.2327
model1646324752,1646324758.244,0.72,0.2048,0.58,0.2253
model1646324752,1646324758.261,0.68,0.2131,0.67,0.2203
model1646324752,1646324758.279,0.61,0.2403,0.59,0.228
model1646324752,1646324758.296,0.66,0.2109,0.6,0.224
model1646324752,1646324758.313,0.68,0.2122,0.57,0.2423
model1646324752,1646324758.332,0.63,0.2149,0.65,0.2036
model1646324752,1646324758.349,0.69,0.1917,0.64,0.2243
model1646324752,1646324758.368,0.63,0.2117,0.59,0.2248
model1646324752,1646324758.385,0.7,0.2015,0.7,0.2171
model1646324752,1646324758.402,0.63,0.2389,0.73,0.2046
model1646324752,1646324758.42,0.69,0.2194,0.65,0.218
model1646324752,1646324758.439,0.68,0.205,0.68,0.212
model1646324752,1646324758.456,0.69,0.2011,0.6,0.2231
model1646324752,1646324758.473,0.67,0.2252,0.66,0.2003
model1646324752,1646324758.49,0.66,0.1968,0.65,0.203
model1646324752,1646324758.508,0.7,0.1964,0.69,0.2006
model1646324752,1646324758.525,0.68,0.1853,0.63,0.2483
model1646324752,1646324758.544,0.57,0.248,0.64,0.2129
model1646324752,1646324758.561,0.73,0.1899,0.64,0.2221
model1646324752,1646324758.579,0.69,0.2,0.67,0.2284
model1646324752,1646324758.596,0.65,0.2153,0.65,0.2255
model1646324752,1646324758.613,0.61,0.2242,0.67,0.2191
model1646324752,1646324758.63,0.64,0.2281,0.67,0.2085
model1646324752,1646324758.65,0.67,0.2109,0.63,0.2238
model1646324752,1646324758.667,0.68,0.1994,0.68,0.2148
model1646324752,1646324758.685,0.66,0.2181,0.63,0.2251
model1646324752,1646324758.702,0.69,0.2132,0.62,0.2264
model1646324752,1646324758.72,0.71,0.2059,0.63,0.2348
model1646324752,1646324758.737,0.79,0.1631,0.61,0.2276
model1646324752,1646324758.756,0.66,0.2185,0.64,0.2245
model1646324752,1646324758.774,0.64,0.2298,0.59,0.2224
model1646324752,1646324758.791,0.62,0.2406,0.73,0.2053
model1646324752,1646324758.808,0.68,0.1963,0.64,0.2198
model1646324752,1646324758.826,0.8,0.1829,0.64,0.2218
model1646324752,1646324758.843,0.69,0.1993,0.55,0.2348
model1646324752,1646324758.863,0.79,0.1697,0.72,0.1942
model1646324752,1646324758.88,0.7,0.2037,0.62,0.2173
model1646324752,1646324758.897,0.67,0.1999,0.65,0.2084
model1646324752,1646324758.914,0.65,0.199,0.68,0.2162
model1646324752,1646324758.932,0.78,0.1497,0.59,0.2176
model1646324752,1646324758.949,0.68,0.2095,0.62,0.2134
model1646324752,1646324758.968,0.66,0.2282,0.68,0.2094
model1646324752,1646324758.985,0.71,0.1997,0.63,0.2419
model1646324752,1646324759.003,0.68,0.2065,0.65,0.2197
model1646324752,1646324759.02,0.74,0.1825,0.58,0.2387
model1646324752,1646324759.037,0.6,0.2412,0.56,0.2467
model1646324752,1646324759.055,0.68,0.1886,0.6,0.2308
model1646324752,1646324759.074,0.73,0.1916,0.63,0.2206
model1646324752,1646324759.091,0.72,0.2137,0.67,0.2256
model1646324752,1646324759.108,0.73,0.1879,0.71,0.1934
model1646324752,1646324759.126,0.66,0.2344,0.69,0.2177
model1646324752,1646324759.143,0.69,0.1893,0.64,0.2275
model1646324752,1646324759.16,0.68,0.206,0.77,0.1868
model1646324752,1646324759.179,0.73,0.2005,0.71,0.1983
model1646324752,1646324759.196,0.63,0.2147,0.59,0.243
model1646324752,1646324759.214,0.66,0.2071,0.58,0.2303
model1646324752,1646324759.231,0.67,0.2254,0.66,0.2172
model1646324752,1646324759.248,0.62,0.2135,0.62,0.2362
model1646324752,1646324759.266,0.77,0.1707,0.75,0.183
model1646324752,1646324759.285,0.68,0.1992,0.64,0.215
model1646324752,1646324759.302,0.58,0.2299,0.6,0.2359
model1646324752,1646324759.32,0.59,0.2245,0.61,0.2307
model1646324752,1646324759.337,0.67,0.2224,0.7,0.2049
model1646324752,1646324759.354,0.57,0.2411,0.65,0.2225
model1646324752,1646324759.371,0.7,0.2018,0.62,0.2168
